0x772ABBA6	0.1772899, 0.402609, -0.003895096	0.176492, 0.4015011, -0.003588731	
0xDAB8292B	-0.04822903, 0.1243222, 0.04194443	-0.04772172, 0.1246253, 0.03487822	
0xCE76A127	-0.247183, 0.3261558, -0.004000597	-0.2461451, 0.3250032, -0.003826463	
0x1986AD99	-0.0290804, 0.4606429, 0.04127389	-0.02908026, 0.4598381, 0.03663473	
0x54135682	0.07608099, 0.1749898, 0.002670501	0.06749104, 0.1744951, 0.004371216	
0x3BFF1EC1	0.079491, 0.2837134, 0.002868164	0.02195024, 0.2562623, -1.883538E-05	0x0C9E57D0
0x28696C2B	0.03630658, 0.4283563, 0.05542345	0.03622031, 0.4286903, 0.05185334	
0xDA12AA46	3.3062E-08, 0.2584317, -0.0627627	2.076774E-08, 0.2584292, -0.05718247	
0xA4F523AD	-0.2130602, 0.3649615, -0.006299681	-0.2122569, 0.3639605, -0.006098548	
0xBABB3A7D	0.247183, 0.3261558, -0.004000597	0.2461451, 0.3250032, -0.003826461	
0x0CF10D3E	0.0339846, 0.3104142, 0.0792598	0.03354273, 0.3101948, 0.0704383	
0xDAE21D5D	0.05223111, 0.168829, 0.04932745	0.0501948, 0.168643, 0.04612562	
0x80E537C3	0.0239956, 0.3269499, -0.0439428	0.02344311, 0.3269089, -0.03410283	
0xE34CB479	1.16415E-09, 0.4742236, 0.02641547	-2.28579E-09, 0.4746824, 0.02233106	
0xCA6D6D7F	0.0290804, 0.4606429, 0.04127389	0.02908023, 0.4598376, 0.03663483	
0xE06C74D5	0.0614852, 0.3896782, -0.0302375	0.06031718, 0.3899123, -0.02809327	
0x91B1B2DB	0.0666488, 0.3249826, -0.0157429	0.0588998, 0.3247629, -0.01001235	
0x425D636A	-0.0364364, 0.3830629, 0.0609361	-0.036031, 0.3845079, 0.05643359	
0x6D158FB0	-0.0518749, 0.4896359, -0.009340064	-0.05127731, 0.487911, -0.009186885	
0xC94C0C65	-0.03630658, 0.4283563, 0.05542345	-0.03621955, 0.4286843, 0.0518528	
0xACA798D9	0.1209793, 0.4497499, -0.01600824	0.1181224, 0.4470106, -0.01400341	
0x687E8BDB	-0.079491, 0.2837134, 0.002868164	-0.02195014, 0.2562625, -1.878524E-05	0xA92B596E
0x46327B8C	0.0364364, 0.3830629, 0.0609361	0.03603103, 0.3845086, 0.05643384	
0x2993E16F	-0.1209793, 0.4497499, -0.01600824	-0.1181177, 0.4470173, -0.01400084	
0xBD4CC753	-0.0229697, 0.4077753, -0.0547246	-0.02285873, 0.4080048, -0.0490537	
0xE75F9BD4	-0.0339846, 0.3104142, 0.0792598	-0.03354269, 0.3101947, 0.07043831	
0x5BC6AAF1	-0.0684424, 0.3161048, 0.0461241	-0.06487305, 0.3157615, 0.04049303	
0x5A5E1651	0.0229697, 0.4077753, -0.0547246	0.02285876, 0.4080049, -0.0490537	
0x3444D3BF	-0.0522311, 0.168829, 0.04932745	-0.05019477, 0.1686431, 0.04612561	
0x5B099700	-0.1772899, 0.402609, -0.003895096	-0.176492, 0.4015011, -0.003588734	
0x4A3FCA04	-0.079491, 0.2837134, 0.0028681	-0.02195073, 0.2562613, -1.883507E-05	0xA92B596E
0xC0FF7EDA	-6.98492E-10, 0.497974, -0.04248964	4.375684E-09, 0.4961918, -0.03881725	
0x4F8A24BE	0.0518749, 0.4896359, -0.009340064	0.05127763, 0.4879108, -0.009186934	
0x53E2D95C	0.0370678, 0.4532818, -0.05764315	0.03705924, 0.4534536, -0.05562651	
0x2AB0350B	0.2130602, 0.3649615, -0.006299681	0.2122569, 0.3639605, -0.006098599	
0x7507A630	-0.07608099, 0.1749898, 0.002670498	-0.06749102, 0.1744951, 0.004371248	
0x25805E96	-0.0370678, 0.4532818, -0.05764315	-0.03705924, 0.4534537, -0.05562653	
0x0E7DFA65	0.04822905, 0.1243222, 0.04194443	0.0477217, 0.1246254, 0.03487823	
0xAC57C1D9	-0.0239956, 0.3269499, -0.0439428	-0.02344318, 0.326908, -0.03410283	
0xE8507E6F	-0.0614852, 0.3896782, -0.0302375	-0.06031701, 0.3899123, -0.02809337	
0x98E8FF25	-0.0666488, 0.3249826, -0.0157429	-0.05889985, 0.3247634, -0.01001227	
0x5C614B0F	0.0684424, 0.3161048, 0.0461241	0.06487306, 0.3157611, 0.04049305	
0xE73D6C39	-0.04769056, 0.08966661, 0.03278919	-0.04732156, 0.08994199, 0.02602467	
0x18CB5A9F	0.04769058, 0.08966661, 0.03278919	0.04732158, 0.089942, 0.02602467	
0x0FF1BDD1	-0.02422269, 0.08768576, 0.01322328	-0.02646869, 0.08773372, 0.01242882	
0xEFB28827	0.02422269, 0.08768576, 0.01322328	0.02646872, 0.08773357, 0.01242884	
