0x05B453E6	0, 0.2998321, 0.01837443	0, 0.2834801, 0.01634436	
0xA3BA6CED	-0.034769, 0.02294782, -0.2307333	-0.034469, 0.01134643, -0.2302546	
0x9F4D5240	0, 0.2859746, 0.1095766	2.513362E-18, 0.2935346, 0.08821966	
0x5E26402E	0.049759, 0.1142968, -0.2022957	0, 0, 0	
0xEE35FF29	0, 0.173414, -0.07825964	-3.937485E-18, 0.2207747, -0.07554626	
0xF8179DBD	-0.04676, 0.1984564, -0.0104046	-0.02176005, 0.1984564, -0.0104046	
0xA44C550C	0.03097, 0.3175945, 0.08435079	0.04096753, 0.3175945, 0.08435079	
0x96480624	-0.053842, 0.220399, 0.05541216	-0.02884206, 0.2204174, 0.05541216	
0x2D82EEEE	-0.04719, 0.2269346, -0.07082471	-0.02219005, 0.2269346, -0.07082471	
0xBFA92786	-0.03097, 0.3175945, 0.08435079	-0.04096754, 0.3175945, 0.08435079	
0x04B7993C	-0.056249, 0.1827306, -0.187763	-0.03446945, 0.1826532, -0.18846	
0xAABE959E	0, 0.1881166, -0.1409069	0, 0, 0	
0x59717E8C	4E-05, 0.1552047, -0.009738237	0, 0, 0	
0xFDE9EA38	-0.049759, 0.1142968, -0.2022957	0, 0, 0	
0xAA62635A	0.053858, 0.220399, 0.05541216	0.02885805, 0.220399, 0.05541216	
0xC1D02C52	0.056249, 0.1827306, -0.187763	0.03446943, 0.1826533, -0.1884594	
0xE59BF23B	0.04676, 0.1984564, -0.0104046	0.02176005, 0.1984564, -0.0104046	
0xBBBE16B4	0, 0.2930747, -0.11156	1.401857E-18, 0.276293, -0.1125362	
0xA86D0B70	0.03119, 0.2948672, 0.07752167	0.02119002, 0.2948672, 0.07752167	
0x7AAE6264	0, 0.2872399, -0.04034625	0, 0, 0	
0xD9BECB5C	-0.056172, 0.1067695, 0.04151781	-0.04282198, 0.1065376, 0.04114541	
0x0728C096	-0.03119, 0.2948672, 0.07752167	-0.02119002, 0.2948672, 0.07752167	
0x8B93EE73	0.034769, 0.02294782, -0.2307333	0.034469, 0.01134642, -0.2302546	
0x968F97FF	-0.00014, 0.3368163, 0.05913546	-0.00014, 0.3440268, 0.03856435	
0x6F68B2A4	0.04719, 0.2269346, -0.07082471	0, 0, 0	
0x1374CECB	0.00011, 0.2944218, -0.1858192	0, 0, 0	
0x3D833F4E	0.056188, 0.1067695, 0.04151781	0.0695327, 0.1070369, 0.04189654	
