0x59717E8C	0, 0.07366453, -0.02223527	8.274465E-17, 0.1032217, -0.02024406	
0x9F4D5240	-2.79768E-10, 0.1401477, 0.0569946	-2.79768E-10, 0.1444839, 0.04487345	
0xF8179DBD	-0.0282688, 0.09793005, -0.03246613	-0.02, 0.09793001, -0.03246613	
0x04B7993C	-0.0381325, 0.0934579, -0.110737	-0.024173, 0.0934579, -0.110737	
0x96480624	-0.03083716, 0.103253, 0.01898915	-0.02312, 0.103253, 0.01898915	
0x2D82EEEE	-0.0298662, 0.1116595, -0.04694983	-0.02, 0.1116595, -0.04694984	
0x5E26402E	0.0343654, 0.05181817, -0.1253244	0.024173, 0.05181817, -0.1253244	
0x05B453E6	0, 0.1536523, -0.01149296	3.994664E-09, 0.1361343, -0.0126731	
0x9196F6B5	-0.024173, 0.03054857, -0.1518227	-0.024173, 0.03116377, -0.1423247	
0xEE35FF29	-4.1114E-08, 0.07484538, -0.05632258	-4.111402E-08, 0.1022824, -0.05474823	
0xAABE959E	-1.30172E-07, 0.07891413, -0.08007272	-1.30172E-07, 0.1036541, -0.07865313	
0xFDE9EA38	-0.0343654, 0.05181863, -0.1253238	-0.024173, 0.05181863, -0.1253238	
0xAA62635A	0.03084714, 0.103253, 0.01898915	0.02312, 0.103253, 0.01898915	
0xBBBE16B4	-9.041E-08, 0.1504364, -0.07156174	-9.142003E-08, 0.1407327, -0.07211856	
0xA3BA6CED	-0.02418503, 0.01492932, -0.1305502	-0.02418503, 0.006394982, -0.1305713	
0x4FC6D033	0.024173, 0.03054867, -0.1518227	0.024173, 0.03116387, -0.1423247	
0xC1D02C52	0.0381462, 0.0934579, -0.110737	0.024173, 0.0934579, -0.1107369	
0xE59BF23B	0.0282688, 0.09793005, -0.03246613	0.02, 0.09793001, -0.03246613	
0xA86D0B70	0.0206719, 0.1493055, 0.03456325	0.009999998, 0.1493055, 0.03456325	
0x7AAE6264	0, 0.1489406, -0.03870084	3.179077E-18, 0.1383318, -0.03964631	
0xD9BECB5C	-0.03178742, 0.05700489, 0.004844815	-0.02312, 0.05700489, 0.004844815	
0x0728C096	-0.0206718, 0.1493055, 0.03456325	-0.01, 0.1493055, 0.03456325	
0x8B93EE73	0.024173, 0.01492932, -0.1305502	0.024173, 0.006394982, -0.1305713	
0x968F97FF	0, 0.1751942, 0.01888703	-3.08147E-33, 0.1718893, 0.0281254	
0x6F68B2A4	0.0298662, 0.1116595, -0.04694983	0.02, 0.1116595, -0.04694984	
0x1374CECB	0, 0.1495418, -0.1055821	-7.582764E-16, 0.1410904, -0.1055611	
0x3D833F4E	0.03177428, 0.05700489, 0.004844815	0.02312, 0.05700489, 0.004844815	
