0x59717E8C	-1.23912E-09, 0.06270259, -0.03064822	-1.465494E-14, 0.1157302, -0.02812417	
0x9F4D5240	-3.29139E-10, 0.140774, 0.0442821	2.893106E-09, 0.1584926, 0.01580912	
0xF8179DBD	-0.0306256, 0.09495146, -0.03607734	-0.01, 0.09495146, -0.03607734	
0x04B7993C	-0.037453, 0.08573495, -0.121245	-0.02735, 0.08573495, -0.121245	
0xA44C550C	0.0237674, 0.1678706, 0.0289132	0.009999998, 0.1678706, 0.0289132	
0x96480624	-0.03404258, 0.1165696, 0.01359591	-0.02759, 0.1165696, 0.01359591	
0x2D82EEEE	-0.0317967, 0.1061969, -0.05991421	-0.01, 0.1061969, -0.05991421	
0x05B453E6	0, 0.158447, -0.02202663	0, 0.1429714, -0.02443223	
0xA86D0B70	0.0235466, 0.1511695, 0.02706044	0.009999998, 0.1511695, 0.02706044	
0xBFA92786	-0.0237674, 0.1678706, 0.0289132	-0.01, 0.1678706, 0.0289132	
0xEE35FF29	-3.82228E-08, 0.0681999, -0.06854084	-3.822422E-08, 0.1120833, -0.06517423	
0xAABE959E	-1.21018E-07, 0.0763741, -0.09742957	-1.210071E-07, 0.1143344, -0.09451763	
0xFDE9EA38	-0.03279928, 0.04606654, -0.147449	-0.02735, 0.04606654, -0.147449	
0xAA62635A	0.03407032, 0.1165695, 0.01359659	0.027606, 0.1165694, 0.01359658	
0xBBBE16B4	-9.33024E-08, 0.1536555, -0.08052952	-9.33024E-08, 0.1490333, -0.08088412	
0x5E26402E	0.03281593, 0.0460671, -0.1474506	0.02735, 0.0460671, -0.1474506	
0xC1D02C52	0.0374692, 0.08573495, -0.121245	0.02735, 0.08573495, -0.121245	
0xE59BF23B	0.0306257, 0.09495146, -0.03607734	0.01, 0.09495146, -0.03607734	
0xA3BA6CED	-0.02736415, 0.01221937, -0.1470617	-0.02736415, 0.008060351, -0.1469358	
0x7AAE6264	0, 0.1531252, -0.0483847	0, 0.1462381, -0.04928901	
0xD9BECB5C	-0.03597323, 0.04722219, 0.002270892	-0.02759, 0.04722219, 0.002270892	
0x0728C096	-0.0235466, 0.1511695, 0.02706044	-0.01, 0.1511695, 0.02706044	
0x8B93EE73	0.02735, 0.01221951, -0.1470615	0.02735, 0.008060358, -0.1469356	
0x968F97FF	0, 0.1841471, 0.006964475	-3.418108E-18, 0.1738632, 0.01665306	
0x6F68B2A4	0.0317967, 0.1061969, -0.05991421	0.01, 0.1061969, -0.05991421	
0x1374CECB	0, 0.149711, -0.1178045	0, 0.1404705, -0.1177815	
0x3D833F4E	0.03597376, 0.04722219, 0.002270892	0.027606, 0.04722219, 0.002270892	
