0x59717E8C	0, 0.3417806, -0.007306153	1.287259E-11, 0.5036418, -0.01240325	
0xF8179DBD	-0.095, 0.4292131, -0.02164347	0, 0.4292131, -0.02164347	
0x0728C096	-0.06, 0.6258462, 0.1724097	0, 0.6258462, 0.1724097	
0x2D82EEEE	-0.09, 0.4883891, -0.1476878	-7.450581E-09, 0.4883891, -0.1476878	
0x05B453E6	0, 0.6233774, 0.03773046	-6.015091E-09, 0.5489488, 0.02849025	
0xE59BF23B	0.095, 0.4292131, -0.02164347	1.490116E-08, 0.4292134, -0.02164347	
0xA86D0B70	0.06, 0.6258462, 0.1724097	-7.450581E-09, 0.6258462, 0.1724097	
0x7AAE6264	0, 0.601997, -0.08379559	5.021655E-11, 0.5625581, -0.08826597	
0x6F68B2A4	0.09, 0.4883891, -0.1476878	-7.450581E-09, 0.4883891, -0.1476878	
0x96480624	-0.098157, 0.4586023, 0.1147472	-0.071157, 0.4586011, 0.1147472	
0x04B7993C	-0.09937, 0.410278, -0.3940529	-0.05437, 0.410278, -0.3940529	
0xA44C550C	0.0625, 0.6927102, 0.1982953	0.1028487, 0.6927102, 0.1982953	
0x5E26402E	0.089386, 0.2784023, -0.4172691	0.120111, 0.2784023, -0.4172691	
0xBFA92786	-0.0625, 0.6927102, 0.1982953	-0.1028487, 0.6927102, 0.1982954	
0xEE35FF29	0, 0.3797235, -0.1739903	-9.991994E-18, 0.4995244, -0.1670784	
0xAABE959E	0, 0.4016103, -0.2929272	1.118019E-08, 0.3218479, -0.328701	
0x9F4D5240	0, 0.5976872, 0.2388298	7.711405E-09, 0.5786607, 0.2928311	
0xFDE9EA38	-0.08937, 0.2784023, -0.4172691	-0.120127, 0.2784023, -0.4172691	
0xAA62635A	0.098157, 0.4586023, 0.1147472	0.07115701, 0.4586023, 0.1147472	
0xBBBE16B4	0, 0.6133738, -0.2306268	3.330688E-18, 0.5734401, -0.2329307	
0xD9BECB5C	-0.101157, 0.248798, 0.0854065	-0.07115699, 0.248798, 0.0854065	
0xC1D02C52	0.09938601, 0.410278, -0.3940529	0.054386, 0.410278, -0.3940529	
0x968F97FF	0, 0.7008385, 0.1308174	7.405337E-18, 0.7156132, 0.08887645	
0x1374CECB	0, 0.6117135, -0.385502	2.746791E-17, 0.5767136, -0.3854175	
0x3D833F4E	0.101157, 0.248798, 0.0854065	0.07115701, 0.248798, 0.0854065	
